,n0_r0,n0_r1,n0_r2,n1_r0,n1_r1,n1_r2,n2_r0,n2_r1,n2_r2,n3_r0,n3_r1,n3_r2,n4_r0,n4_r1,n4_r2,n5_r0,n5_r1,n5_r2,n6_r0,n6_r1,n6_r2,n7_r0,n7_r1,n7_r2,n8_r0,n8_r1,n8_r2,n9_r0,n9_r1,n9_r2,na_r0,na_r1,na_r2,nb_r0,nb_r1,nb_r2,met,timestamp
90803,222.19064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.624607,0.0,0.0,43.267097,0.0,0.0,41.917953,0.0,0.0,0.0,237.86249,379.96466,45.740803,0.0,373.283,43.57767,171.14632,0.0,0.0,277.29227,0.0,0.0,0.0,0.0,42.695496,164.78317,0.0,44.979958,573604906.7740779,2019-03-06 22:41:41.774078
90804,222.16437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.617126,0.0,0.0,43.25435,0.0,0.0,41.905293,0.0,0.0,0.0,237.86943,380.08875,45.75445,0.0,373.39926,43.590668,171.21214,0.0,0.0,277.2922,0.0,0.0,0.0,0.0,42.716057,164.67844,0.0,45.00679,573604910.870142,2019-03-06 22:41:45.870142
90805,222.15852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.613544,0.0,0.0,43.24521,0.0,0.0,41.8965,0.0,0.0,0.0,237.89159,380.24655,45.771202,0.0,373.54877,43.6072,171.28441,0.0,0.0,277.31735,0.0,0.0,0.0,0.0,42.739532,164.58578,0.0,45.03682,573604914.966215,2019-03-06 22:41:49.966215
90806,222.04617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.590836,0.0,0.0,43.242477,0.0,0.0,41.87951,0.0,0.0,0.0,237.87498,380.2314,45.79484,0.0,373.51764,43.62142,171.3473,0.0,0.0,277.2332,0.0,0.0,0.0,0.0,42.76475,164.42963,0.0,45.05312,573604919.062288,2019-03-06 22:41:54.062288
90807,222.13026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.60727,0.0,0.0,43.210987,0.0,0.0,41.869553,0.0,0.0,0.0,237.88219,380.49643,45.78675,0.0,373.8035,43.629726,171.44392,0.0,0.0,277.31262,0.0,0.0,0.0,0.0,42.777588,164.39441,0.0,45.091713,573604923.1583521,2019-03-06 22:41:58.158352
90808,222.1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.600258,0.0,0.0,43.206886,0.0,0.0,41.86058,0.0,0.0,0.0,237.9138,380.6403,45.80848,0.0,373.9349,43.648712,171.52129,0.0,0.0,277.33582,0.0,0.0,0.0,0.0,42.80379,164.29495,0.0,45.11908,573604927.254416,2019-03-06 22:42:02.254416
90809,221.99696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.574715,0.0,0.0,43.203316,0.0,0.0,41.840744,0.0,0.0,0.0,237.88837,380.6035,45.83034,0.0,373.8821,43.66168,171.58138,0.0,0.0,277.24158,0.0,0.0,0.0,0.0,42.82799,164.12703,0.0,45.132076,573604931.350481,2019-03-06 22:42:06.350481
90810,221.9357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.56273,0.0,0.0,43.18283,0.0,0.0,41.819176,0.0,0.0,0.0,237.84195,380.64276,45.830948,0.0,373.9235,43.667423,171.63998,0.0,0.0,277.19028,0.0,0.0,0.0,0.0,42.842094,163.9895,0.0,45.149567,573604935.4465461,2019-03-06 22:42:10.446546
90811,221.87921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.545166,0.0,0.0,43.179962,0.0,0.0,41.804504,0.0,0.0,0.0,237.86801,380.6863,45.858112,0.0,373.9581,43.68329,171.7485,0.0,0.0,277.14548,0.0,0.0,0.0,0.0,42.869606,163.87405,0.0,45.16904,573604939.54261,2019-03-06 22:42:14.542610
90812,221.86281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.53811,0.0,0.0,43.16237,0.0,0.0,41.787422,0.0,0.0,0.0,237.8677,380.78214,45.866604,0.0,374.05972,43.69299,171.84938,0.0,0.0,277.1281,0.0,0.0,0.0,0.0,42.88862,163.77682,0.0,45.191895,573604943.638674,2019-03-06 22:42:18.638674
